filename,filepath,label,width,height,channels,pixels,megapixels,aspect_ratio,brightness,contrast,entropy,r_mean,r_std,g_mean,g_std,b_mean,b_std,noise_mean,noise_std,ela_mean,ela_std,ela_max,fft_center,fft_total
49712.png,train_images\forged\49712.png,forged,719,97,3,69743,0.0697,7.4124,207.22,24.62,5.8548,207.22,24.62,207.22,24.62,207.22,24.62,2.4756,2.1279,1.5856,1.3132,13.0,9.7282,6.4587
49716.png,train_images\forged\49716.png,forged,2568,1912,3,4910016,4.91,1.3431,23.86,11.08,4.5789,23.86,11.08,23.86,11.08,23.86,11.08,0.3972,0.2948,0.3945,0.5032,4.0,14.1652,6.6448
49721.png,train_images\forged\49721.png,forged,256,256,3,65536,0.0655,1.0,5.37,6.53,2.2848,5.37,6.53,5.37,6.53,5.37,6.53,0.5319,0.6358,0.454,0.5545,4.0,9.3926,5.1979
49733.png,train_images\forged\49733.png,forged,1280,1024,3,1310720,1.3107,1.25,95.01,18.89,6.0919,98.94,20.15,97.85,19.84,70.05,19.48,2.2294,2.7597,3.7859,3.7522,45.0,12.2668,7.9692
49740.png,train_images\forged\49740.png,forged,2568,1912,3,4910016,4.91,1.3431,76.07,33.92,6.2115,76.07,33.92,76.07,33.92,76.07,33.92,0.5672,0.4739,0.5253,0.5763,7.0,15.2763,7.0124
49770.png,train_images\forged\49770.png,forged,1280,1024,3,1310720,1.3107,1.25,77.47,13.22,5.1153,85.33,13.21,76.29,14.08,62.88,16.01,1.967,2.7997,3.7438,3.7553,45.0,12.1769,7.943
49777.png,train_images\forged\49777.png,forged,256,256,3,65536,0.0655,1.0,9.3,13.38,3.8262,9.3,13.38,9.3,13.38,9.3,13.38,0.5465,0.8089,0.39,0.5777,5.0,10.1886,5.2976
49797.png,train_images\forged\49797.png,forged,436,158,3,68888,0.0689,2.7595,154.97,27.7,6.1035,154.15,29.49,155.13,27.49,156.31,27.42,0.8373,1.2964,0.6594,1.462,19.0,10.1627,4.7577
49799.png,train_images\forged\49799.png,forged,1109,1918,3,2127062,2.1271,0.5782,212.4,12.77,4.0014,209.87,17.86,213.5,11.75,213.3,9.25,0.9965,2.8143,1.1921,1.3454,125.0,13.1736,7.7308
49819.png,train_images\forged\49819.png,forged,2568,1912,3,4910016,4.91,1.3431,59.97,21.29,5.8469,59.97,21.29,59.97,21.29,59.97,21.29,0.5157,0.412,0.4954,0.5563,6.0,14.6819,6.9039
49827.png,train_images\forged\49827.png,forged,674,512,3,345088,0.3451,1.3164,177.82,50.65,6.8142,177.82,50.65,177.82,50.65,177.82,50.65,6.9769,6.3607,1.5869,1.3064,12.0,12.8471,7.5835
4984.png,train_images\forged\4984.png,forged,256,256,3,65536,0.0655,1.0,5.36,9.18,2.5102,5.36,9.18,5.36,9.18,5.36,9.18,0.5651,0.8862,0.4607,0.5874,8.0,9.8024,5.3821
49903.png,train_images\forged\49903.png,forged,1077,131,3,141087,0.1411,8.2214,208.34,56.03,5.3411,208.34,56.03,208.34,56.03,208.34,56.03,3.2887,2.9826,1.6918,1.4089,11.0,11.7831,7.0019
4992.png,train_images\forged\4992.png,forged,778,591,3,459798,0.4598,1.3164,160.77,63.85,7.236,166.35,62.34,147.27,72.34,215.6,37.03,5.5322,6.1358,4.2994,4.6359,59.0,13.0702,7.8471
49921.png,train_images\forged\49921.png,forged,185,157,3,29045,0.029,1.1783,137.62,59.22,7.7302,153.07,56.51,121.28,62.69,181.21,60.13,4.5799,4.7594,3.6187,3.6796,52.0,10.6909,6.2442
49928.png,train_images\forged\49928.png,forged,708,185,3,130980,0.131,3.827,218.25,58.97,5.8077,218.26,58.83,218.28,59.04,217.94,58.82,0.691,0.6617,0.626,0.665,5.0,10.961,5.2523
49956.png,train_images\forged\49956.png,forged,685,512,3,350720,0.3507,1.3379,71.69,47.54,6.9455,71.69,47.54,71.69,47.54,71.69,47.54,9.1622,10.3001,2.9318,2.3209,18.0,12.5741,8.8452
49969.png,train_images\forged\49969.png,forged,256,256,3,65536,0.0655,1.0,10.03,16.57,3.3612,10.03,16.57,10.03,16.57,10.03,16.57,1.0333,1.8508,0.6665,0.7857,10.0,10.3437,5.8925
49982.png,train_images\forged\49982.png,forged,360,360,3,129600,0.1296,1.0,10.58,7.61,3.5872,10.58,7.61,10.58,7.61,10.58,7.61,0.4607,0.3922,0.4145,0.5333,3.0,10.0104,5.3353
4999.png,train_images\forged\4999.png,forged,1280,1024,3,1310720,1.3107,1.25,86.76,22.69,6.4285,91.88,23.96,86.25,23.47,75.98,22.95,3.164,3.4222,4.0517,3.8769,54.0,12.3612,8.234
50000.png,train_images\forged\50000.png,forged,854,718,3,613172,0.6132,1.1894,176.85,38.07,6.3503,176.85,38.07,176.85,38.07,176.85,38.07,0.6171,2.3585,0.3834,0.5081,3.0,12.2524,5.7986
50028.png,train_images\forged\50028.png,forged,696,520,3,361920,0.3619,1.3385,36.82,38.78,4.9536,36.82,38.78,36.82,38.78,36.82,38.78,0.9896,1.4218,0.6453,0.7753,11.0,12.9352,6.6943
5003.png,train_images\forged\5003.png,forged,256,256,3,65536,0.0655,1.0,17.53,20.82,2.5229,17.53,20.82,17.53,20.82,17.53,20.82,1.0822,3.1515,0.6788,0.8742,15.0,10.446,6.3838
50069.png,train_images\forged\50069.png,forged,1600,1200,3,1920000,1.92,1.3333,3.28,4.85,2.8982,6.33,6.23,2.37,5.0,0.11,0.89,0.5902,0.7222,0.6413,0.7827,37.0,11.8422,6.8489
5009.png,train_images\forged\5009.png,forged,817,90,3,73530,0.0735,9.0778,246.85,14.09,4.035,246.85,14.09,246.85,14.09,246.85,14.09,2.6437,3.1676,1.9647,1.6004,14.0,9.1642,6.6995
50117.png,train_images\forged\50117.png,forged,2568,1912,3,4910016,4.91,1.3431,29.15,20.33,4.9774,29.15,20.33,29.15,20.33,29.15,20.33,0.4162,0.319,0.4109,0.5129,5.0,14.7779,6.7195
50124.png,train_images\forged\50124.png,forged,360,360,3,129600,0.1296,1.0,13.54,9.05,3.8733,13.54,9.05,13.54,9.05,13.54,9.05,0.5246,0.4499,0.4718,0.5632,4.0,10.1994,5.4552
50126.png,train_images\forged\50126.png,forged,256,256,3,65536,0.0655,1.0,12.64,18.12,3.9071,12.64,18.12,12.64,18.12,12.64,18.12,1.0041,1.4582,0.6473,0.7035,6.0,10.4471,5.736
50158.png,train_images\forged\50158.png,forged,1398,134,3,187332,0.1873,10.4328,139.26,34.37,5.2363,139.26,34.37,139.26,34.37,139.26,34.37,0.6297,0.7748,0.4628,0.5757,5.0,11.1278,5.5799
50229.png,train_images\forged\50229.png,forged,347,260,3,90220,0.0902,1.3346,38.69,36.2,5.5395,38.69,36.2,38.69,36.2,38.69,36.2,2.2628,3.4748,1.2106,1.161,17.0,11.4461,6.751
5023.png,train_images\forged\5023.png,forged,1000,666,3,666000,0.666,1.5015,116.54,45.25,7.3838,116.67,53.14,118.44,55.71,106.58,55.48,6.8861,7.5863,3.7873,3.2051,43.0,12.5648,8.7443
50237.png,train_images\forged\50237.png,forged,1600,1200,3,1920000,1.92,1.3333,2.5,9.34,2.524,4.75,11.91,1.8,9.71,0.11,1.01,0.4014,0.6176,0.5433,0.7293,42.0,13.0086,6.6611
50245.png,train_images\forged\50245.png,forged,256,256,3,65536,0.0655,1.0,12.12,17.1,3.9315,12.12,17.1,12.12,17.1,12.12,17.1,1.0196,1.4977,0.6574,0.7253,7.0,10.4217,5.7868
50255.png,train_images\forged\50255.png,forged,256,256,3,65536,0.0655,1.0,3.92,6.35,2.1304,3.92,6.35,3.92,6.35,3.92,6.35,0.5207,0.5454,0.4566,0.5463,4.0,9.3816,5.1391
50258.png,train_images\forged\50258.png,forged,377,77,3,29029,0.029,4.8961,242.54,4.84,4.292,244.47,4.71,242.58,4.92,236.98,5.27,3.1356,2.4105,2.3478,1.8476,14.0,6.9779,6.3206
50267.png,train_images\forged\50267.png,forged,1000,666,3,666000,0.666,1.5015,124.66,81.49,6.4042,88.67,113.78,141.42,71.69,132.7,58.25,3.1676,4.1771,2.7185,2.8895,65.0,13.6836,7.9466
50280.png,train_images\forged\50280.png,forged,528,419,3,221232,0.2212,1.2601,178.9,28.94,6.2649,178.9,28.94,178.9,28.94,178.9,28.94,3.7002,3.0543,1.4624,1.1954,9.0,11.1995,7.0224
50294.png,train_images\forged\50294.png,forged,256,256,3,65536,0.0655,1.0,7.13,10.68,3.4513,7.13,10.68,7.13,10.68,7.13,10.68,0.3892,0.6943,0.2761,0.5126,5.0,9.8393,5.0591
50311.png,train_images\forged\50311.png,forged,320,256,3,81920,0.0819,1.25,149.89,31.49,5.4639,160.84,27.03,134.01,38.89,203.01,6.02,1.575,2.5408,1.8281,2.0284,30.0,10.9485,6.1301
50315.png,train_images\forged\50315.png,forged,1600,1200,3,1920000,1.92,1.3333,1.31,2.53,2.113,3.04,3.58,0.68,2.49,0.04,0.68,0.3542,0.5987,0.5071,0.7073,33.0,11.5031,6.5957
50357.png,train_images\forged\50357.png,forged,783,512,3,400896,0.4009,1.5293,46.99,45.55,6.9215,46.99,45.55,46.99,45.55,46.99,45.55,3.3863,4.3483,0.8347,0.8271,9.0,12.8299,6.8173
50362.png,train_images\forged\50362.png,forged,1600,1200,3,1920000,1.92,1.3333,3.75,4.4,3.2258,7.12,5.71,2.77,4.53,0.11,0.85,0.5821,0.7161,0.6393,0.7846,37.0,11.782,6.8386
50396.png,train_images\forged\50396.png,forged,451,349,3,157399,0.1574,1.2923,106.84,7.85,4.9214,187.78,5.18,70.23,10.24,83.03,10.76,0.5123,0.468,1.0368,0.9295,28.0,10.109,5.5604
50419.png,train_images\forged\50419.png,forged,944,180,3,169920,0.1699,5.2444,131.95,58.4,5.3093,131.95,58.4,131.95,58.4,131.95,58.4,1.1642,3.7948,0.4756,0.6175,7.0,11.3074,5.356
50471.png,train_images\forged\50471.png,forged,489,98,3,47922,0.0479,4.9898,228.56,26.03,4.3694,228.6,26.03,228.56,26.03,228.64,26.06,1.7208,2.8631,0.9308,0.8724,9.0,10.037,5.678
50487.png,train_images\forged\50487.png,forged,512,515,3,263680,0.2637,0.9942,163.47,24.79,5.4502,163.47,24.79,163.47,24.79,163.47,24.79,1.2667,2.0571,0.5767,0.6909,7.0,12.014,6.1858
50502.png,train_images\forged\50502.png,forged,1600,1200,3,1920000,1.92,1.3333,3.44,3.19,3.0636,6.5,4.34,2.55,3.19,0.11,0.68,0.6064,0.6438,0.6692,0.79,36.0,11.5341,6.8348
50505.png,train_images\forged\50505.png,forged,1000,666,3,666000,0.666,1.5015,92.41,36.88,6.3507,65.82,54.51,104.08,31.64,102.14,29.34,4.0802,5.4512,2.466,2.2057,29.0,12.7369,8.2865
50539.png,train_images\forged\50539.png,forged,256,256,3,65536,0.0655,1.0,7.24,11.97,2.7351,7.24,11.97,7.24,11.97,7.24,11.97,0.7986,1.3944,0.5935,0.7164,11.0,10.0181,5.781
50568.png,train_images\forged\50568.png,forged,254,123,3,31242,0.0312,2.065,135.29,52.21,7.6322,139.19,52.01,125.62,54.13,174.84,51.11,5.6297,4.9384,3.3931,3.0782,30.0,10.6558,6.3261
50573.png,train_images\forged\50573.png,forged,1600,1200,3,1920000,1.92,1.3333,4.11,3.15,3.1597,7.64,4.35,3.13,3.14,0.12,0.6,0.6155,0.5852,0.6587,0.7741,28.0,11.5811,6.7956
50607.png,train_images\forged\50607.png,forged,1600,1200,3,1920000,1.92,1.3333,3.99,5.51,3.0668,9.84,8.17,1.81,5.17,0.12,1.0,0.534,0.7675,0.6387,0.8194,37.0,12.0344,6.856
50632.png,train_images\forged\50632.png,forged,696,520,3,361920,0.3619,1.3385,27.09,29.34,4.2287,27.09,29.34,27.09,29.34,27.09,29.34,0.7514,1.081,0.548,0.6859,11.0,12.6586,6.5136
50636.png,train_images\forged\50636.png,forged,1600,1200,3,1920000,1.92,1.3333,4.3,5.91,3.3853,7.78,7.88,3.36,5.97,0.16,0.83,0.6072,0.6661,0.6686,0.8016,30.0,12.2033,6.8496
50664.png,train_images\forged\50664.png,forged,1000,666,3,666000,0.666,1.5015,93.17,37.6,6.5471,65.41,53.92,105.12,33.39,104.45,32.09,5.1715,5.5457,2.9941,2.4821,32.0,12.7732,8.4592
50666.png,train_images\forged\50666.png,forged,256,256,3,65536,0.0655,1.0,6.09,9.22,2.47,6.09,9.22,6.09,9.22,6.09,9.22,0.5659,0.8987,0.4562,0.5841,9.0,9.826,5.3467
50673.png,train_images\forged\50673.png,forged,512,512,3,262144,0.2621,1.0,222.34,15.85,3.8123,221.0,14.0,221.92,17.65,227.93,12.62,1.0629,2.2121,0.9819,1.2405,34.0,11.4642,6.4967
50679.png,train_images\forged\50679.png,forged,603,117,3,70551,0.0706,5.1538,219.01,27.56,4.2496,219.01,27.56,219.01,27.56,219.01,27.56,2.7707,12.9205,0.7525,0.7254,11.0,9.5529,5.6448
50690.png,train_images\forged\50690.png,forged,2019,223,3,450237,0.4502,9.0538,157.13,43.07,6.1828,157.13,43.07,157.13,43.07,157.13,43.07,1.0177,2.9825,0.6048,0.6182,7.0,12.2041,6.2083
50698.png,train_images\forged\50698.png,forged,738,102,3,75276,0.0753,7.2353,196.64,23.12,5.2358,196.64,23.12,196.64,23.12,196.64,23.12,0.8096,0.7296,0.6395,0.6523,4.0,9.3615,5.2848
50720.png,train_images\forged\50720.png,forged,1000,666,3,666000,0.666,1.5015,95.31,33.91,6.5525,63.24,52.8,108.23,30.04,112.83,33.47,5.1883,6.3388,3.0019,2.5896,43.0,12.5641,8.4734
50767.png,train_images\forged\50767.png,forged,1306,159,3,207654,0.2077,8.2138,155.08,38.79,5.0288,155.08,38.79,155.08,38.79,155.08,38.79,0.9654,1.6345,0.517,0.6055,5.0,11.2484,5.6151
50793.png,train_images\forged\50793.png,forged,696,520,3,361920,0.3619,1.3385,6.41,5.95,2.7305,19.32,17.25,0.0,0.0,6.24,12.88,0.4432,0.8755,1.2146,2.2465,93.0,10.7662,6.1031
5080.png,train_images\forged\5080.png,forged,3888,2592,3,10077696,10.0777,1.5,178.9,26.78,6.2256,157.87,31.82,199.71,33.88,126.84,38.36,1.0367,1.3487,1.2214,1.1883,27.0,14.9843,8.2384
50814.png,train_images\forged\50814.png,forged,2592,3888,3,10077696,10.0777,0.6667,172.07,26.31,6.2275,145.01,25.96,194.81,32.49,125.91,30.47,1.2009,2.0144,1.2424,1.2292,33.0,14.8095,8.4723
50848.png,train_images\forged\50848.png,forged,512,512,3,262144,0.2621,1.0,182.71,20.24,6.3035,196.5,19.67,172.3,22.68,200.17,15.95,3.7302,3.2701,2.3412,2.2712,37.0,11.3861,7.2364
50877.png,train_images\forged\50877.png,forged,1600,1200,3,1920000,1.92,1.3333,3.66,6.91,2.9858,6.91,8.91,2.72,7.13,0.11,0.81,0.5341,0.571,0.5915,0.7342,27.0,12.5893,6.763
50905.png,train_images\forged\50905.png,forged,399,344,3,137256,0.1373,1.1599,191.65,47.68,6.8369,204.36,37.86,181.15,55.04,212.52,40.1,3.9555,4.344,3.5122,3.4482,41.0,12.0423,6.9881
50907.png,train_images\forged\50907.png,forged,715,512,3,366080,0.3661,1.3965,157.08,37.41,5.9312,157.08,37.41,157.08,37.41,157.08,37.41,3.7984,3.8113,1.5423,1.3334,14.0,12.5494,7.6161
50921.png,train_images\forged\50921.png,forged,1280,1024,3,1310720,1.3107,1.25,58.29,12.75,5.1431,62.07,13.45,58.86,13.22,45.45,15.72,1.9045,2.8999,4.0904,4.3967,54.0,12.2534,7.9177
50924.png,train_images\forged\50924.png,forged,931,296,3,275576,0.2756,3.1453,237.09,31.46,2.2831,237.09,31.46,237.09,31.46,237.09,31.46,1.4833,8.0577,0.2936,0.5506,8.0,12.2024,6.0191
50968.png,train_images\forged\50968.png,forged,320,256,3,81920,0.0819,1.25,128.05,39.18,6.5611,143.76,32.5,105.99,49.01,200.54,7.35,2.6084,3.3361,2.4933,2.5259,32.0,11.3906,6.5205
50978.png,train_images\forged\50978.png,forged,1000,666,3,666000,0.666,1.5015,103.81,41.01,7.2686,115.71,76.39,102.89,40.32,77.51,47.93,5.1163,6.1935,3.2044,3.5006,83.0,12.617,8.3447
50983.png,train_images\forged\50983.png,forged,1074,709,3,761466,0.7615,1.5148,171.1,46.01,7.4625,191.63,36.24,158.54,50.78,181.93,50.12,6.3548,5.5565,4.5152,4.0915,53.0,13.241,8.1503
50989.png,train_images\forged\50989.png,forged,625,70,3,43750,0.0437,8.9286,179.6,25.34,6.1762,179.56,25.16,179.59,25.43,179.71,25.5,2.5256,9.9208,0.7045,0.6992,6.0,8.3058,4.9997
50999.png,train_images\forged\50999.png,forged,696,520,3,361920,0.3619,1.3385,15.63,15.47,2.7579,15.63,15.47,15.63,15.47,15.63,15.47,0.4757,0.5604,0.3999,0.5521,6.0,11.9665,6.023
51038.png,train_images\forged\51038.png,forged,1600,1200,3,1920000,1.92,1.3333,4.73,7.0,3.7381,7.9,9.43,3.99,7.01,0.22,1.16,0.5924,0.9057,0.6512,0.8704,44.0,12.4994,6.961
51045.png,train_images\forged\51045.png,forged,518,125,3,64750,0.0648,4.144,118.24,54.96,5.3581,118.17,55.09,118.22,54.92,118.51,55.12,1.8068,1.8371,1.2842,1.1879,10.0,10.5075,6.1057
51069.png,train_images\forged\51069.png,forged,1024,1024,3,1048576,1.0486,1.0,170.6,51.92,7.34,170.6,51.92,170.6,51.92,170.6,51.92,11.459,11.6636,1.9522,1.707,20.0,13.0596,9.0378
51085.png,train_images\forged\51085.png,forged,1600,1200,3,1920000,1.92,1.3333,2.66,5.62,2.862,5.17,7.5,1.88,5.68,0.1,0.87,0.4733,0.6891,0.5774,0.763,36.0,12.1402,6.7499
51087.png,train_images\forged\51087.png,forged,560,107,3,59920,0.0599,5.2336,178.75,88.31,6.3153,178.75,88.31,178.75,88.31,178.75,88.31,2.2301,2.7164,1.2153,1.1221,10.0,10.8061,6.1577
51101.png,train_images\forged\51101.png,forged,2592,3888,3,10077696,10.0777,0.6667,187.0,27.14,6.3117,160.27,37.67,209.43,32.44,141.7,33.97,1.1064,1.6864,1.242,1.2611,58.0,14.9635,8.3506
51155.png,train_images\forged\51155.png,forged,1000,666,3,666000,0.666,1.5015,93.18,38.18,6.6906,72.34,58.0,102.78,33.3,98.58,34.72,2.9376,4.567,1.9931,1.942,31.0,12.7696,7.791
51165.png,train_images\forged\51165.png,forged,2568,1912,3,4910016,4.91,1.3431,43.71,23.61,5.6002,43.71,23.61,43.71,23.61,43.71,23.61,0.4629,0.3701,0.4532,0.5352,5.0,14.996,6.7952
51168.png,train_images\forged\51168.png,forged,1000,666,3,666000,0.666,1.5015,130.58,43.56,6.8559,171.42,48.66,120.08,45.33,77.45,51.09,2.9709,3.3825,2.8192,3.2625,57.0,13.1676,7.7375
51169.png,train_images\forged\51169.png,forged,512,512,3,262144,0.2621,1.0,194.92,26.45,6.63,205.12,25.78,187.13,28.55,208.29,20.23,4.5356,4.016,2.225,2.2858,38.0,11.8518,7.3941
51177.png,train_images\forged\51177.png,forged,512,512,3,262144,0.2621,1.0,208.58,16.54,5.6637,217.35,15.98,202.89,18.33,214.84,13.07,3.2505,3.1579,1.8968,1.9842,73.0,11.3598,7.1626
51198.png,train_images\forged\51198.png,forged,1600,1200,3,1920000,1.92,1.3333,2.49,7.96,2.638,4.76,10.28,1.8,8.21,0.12,1.1,0.4324,0.7782,0.5611,0.7833,34.0,12.4548,6.798
51227.png,train_images\forged\51227.png,forged,298,382,3,113836,0.1138,0.7801,150.25,39.16,7.2087,161.33,39.32,129.9,44.19,225.99,28.91,5.3768,5.5016,4.7481,4.2742,53.0,11.4861,7.1511
51234.png,train_images\forged\51234.png,forged,556,512,3,284672,0.2847,1.0859,201.53,47.81,5.6171,201.53,47.81,201.53,47.81,201.53,47.81,2.7993,3.1783,1.1524,1.0242,11.0,12.5431,6.9957
5125.png,train_images\forged\5125.png,forged,2592,3888,3,10077696,10.0777,0.6667,166.04,24.9,6.2325,139.22,27.67,188.33,31.02,121.55,29.25,1.1624,1.8536,1.2466,1.2385,37.0,14.7278,8.4594
5126.png,train_images\forged\5126.png,forged,221,283,3,62543,0.0625,0.7809,152.32,39.78,7.3106,170.26,34.94,136.6,43.74,186.21,37.36,4.9981,4.3128,3.1182,2.9731,39.0,11.1092,6.4843
51277.png,train_images\forged\51277.png,forged,256,256,3,65536,0.0655,1.0,12.79,14.44,4.7191,12.79,14.44,12.79,14.44,12.79,14.44,0.6823,0.9572,0.4675,0.6295,6.0,10.2158,5.3908
5130.png,train_images\forged\5130.png,forged,799,76,3,60724,0.0607,10.5132,138.05,59.94,6.8435,138.05,59.94,138.05,59.94,138.05,59.94,4.4698,4.8668,2.5051,1.99,14.0,9.6664,6.9809
51300.png,train_images\forged\51300.png,forged,696,520,3,361920,0.3619,1.3385,0.3,1.68,0.544,0.97,5.25,0.0,0.0,0.14,2.85,0.0798,0.4552,0.1636,1.0595,89.0,9.4751,5.3957
51306.png,train_images\forged\51306.png,forged,682,122,3,83204,0.0832,5.5902,171.11,30.88,5.5806,157.65,30.91,176.26,31.02,179.98,30.28,2.1942,4.1538,1.0575,1.0612,14.0,10.4145,5.6942
51313.png,train_images\forged\51313.png,forged,412,606,3,249672,0.2497,0.6799,146.02,48.56,7.5334,177.49,40.83,128.23,51.86,155.08,55.75,5.394,4.7189,3.1084,3.1077,46.0,12.1334,7.0849
51342.png,train_images\forged\51342.png,forged,256,256,3,65536,0.0655,1.0,10.57,14.87,3.6295,10.57,14.87,10.57,14.87,10.57,14.87,0.9421,1.4856,0.6618,0.7713,8.0,10.2672,5.811
51345.png,train_images\forged\51345.png,forged,3888,2592,3,10077696,10.0777,1.5,180.11,38.19,6.5528,154.9,38.19,202.07,46.38,133.39,42.63,1.2095,2.0544,1.2822,1.3401,71.0,15.6017,8.4706
51441.png,train_images\forged\51441.png,forged,696,520,3,361920,0.3619,1.3385,6.29,5.49,2.8059,18.93,15.85,0.0,0.0,6.36,12.0,0.4502,0.8483,1.2205,2.1886,97.0,10.754,6.0976
51464.png,train_images\forged\51464.png,forged,758,512,3,388096,0.3881,1.4805,121.68,55.02,6.7683,121.68,55.02,121.68,55.02,121.68,55.02,1.9781,2.7392,0.8033,0.8219,10.0,12.4391,6.703
5151.png,train_images\forged\5151.png,forged,696,520,3,361920,0.3619,1.3385,22.52,26.31,3.6202,22.52,26.31,22.52,26.31,22.52,26.31,0.6067,0.9086,0.4805,0.6263,11.0,12.5314,6.3343
51524.png,train_images\forged\51524.png,forged,3888,2592,3,10077696,10.0777,1.5,184.06,27.11,6.2497,166.65,33.72,205.24,30.57,120.62,35.71,1.146,1.916,1.231,1.2168,42.0,14.7635,8.3873
51552.png,train_images\forged\51552.png,forged,1131,104,3,117624,0.1176,10.875,151.65,65.14,4.4574,151.65,65.14,151.65,65.14,151.65,65.14,1.6584,3.2927,0.7105,0.8198,11.0,11.5173,6.1877
51608.png,train_images\forged\51608.png,forged,1600,1200,3,1920000,1.92,1.3333,5.38,4.25,3.2731,9.44,5.55,4.34,4.33,0.18,0.83,0.7016,0.7032,0.7466,0.836,45.0,11.8203,6.9219
51643.png,train_images\forged\51643.png,forged,765,512,3,391680,0.3917,1.4941,124.13,56.32,6.8351,124.13,56.32,124.13,56.32,124.13,56.32,1.0376,1.517,0.5049,0.6027,6.0,13.063,5.9967
51668.png,train_images\forged\51668.png,forged,517,512,3,264704,0.2647,1.0098,127.32,37.02,7.173,127.32,37.02,127.32,37.02,127.32,37.02,4.24,4.3025,1.4747,1.2511,13.0,12.4125,7.3342
51688.png,train_images\forged\51688.png,forged,1600,1200,3,1920000,1.92,1.3333,6.78,4.31,3.7141,11.3,6.07,5.77,4.24,0.22,0.74,0.6439,0.6571,0.7142,0.8338,27.0,11.7573,6.8585
51718.png,train_images\forged\51718.png,forged,512,512,3,262144,0.2621,1.0,151.7,63.87,7.3522,164.37,56.49,136.73,72.1,195.48,48.08,4.8231,5.1735,3.3773,3.4686,47.0,13.003,7.5306
51742.png,train_images\forged\51742.png,forged,2568,1912,3,4910016,4.91,1.3431,41.11,25.74,5.4569,41.11,25.74,41.11,25.74,41.11,25.74,0.4558,0.4165,0.4457,0.5326,7.0,15.0144,6.8471
5175.png,train_images\forged\5175.png,forged,512,512,3,262144,0.2621,1.0,78.93,41.97,5.0478,78.93,41.97,78.93,41.97,78.93,41.97,1.0013,3.7909,0.3052,0.5802,11.0,12.0451,6.2475
51771.png,train_images\forged\51771.png,forged,396,67,3,26532,0.0265,5.9104,175.99,32.33,4.58,175.99,32.33,175.99,32.33,175.99,32.33,1.1074,1.1847,0.758,0.7207,7.0,9.022,5.0663
51787.png,train_images\forged\51787.png,forged,1000,666,3,666000,0.666,1.5015,92.72,32.77,6.6047,65.28,52.89,104.02,28.89,106.49,30.58,5.8197,6.4083,3.3604,2.8102,47.0,12.5705,8.6115
51796.png,train_images\forged\51796.png,forged,1600,1200,3,1920000,1.92,1.3333,3.94,3.8,3.3346,7.14,5.25,3.06,3.77,0.13,0.7,0.6068,0.6606,0.67,0.8073,42.0,11.8872,6.8487
5180.png,train_images\forged\5180.png,forged,1000,666,3,666000,0.666,1.5015,85.81,42.61,7.244,87.03,69.77,89.14,38.93,65.38,39.88,4.9375,5.8404,3.1203,3.0851,71.0,12.6274,8.3855
51831.png,train_images\forged\51831.png,forged,196,172,3,33712,0.0337,1.1395,180.0,46.9,7.0744,200.17,35.54,162.75,56.7,215.9,33.38,2.9984,3.7782,3.0886,3.0611,50.0,10.3826,6.4165
51891.png,train_images\forged\51891.png,forged,1000,666,3,666000,0.666,1.5015,109.56,39.44,7.1994,115.72,65.19,113.01,38.09,75.7,44.22,6.6511,7.4971,3.7256,3.2654,71.0,12.6161,8.6807
51906.png,train_images\forged\51906.png,forged,754,512,3,386048,0.386,1.4727,73.25,25.89,5.9131,73.25,25.89,73.25,25.89,73.25,25.89,4.5686,5.162,2.2516,1.8083,15.0,12.0375,8.0557
51924.png,train_images\forged\51924.png,forged,589,512,3,301568,0.3016,1.1504,63.37,33.0,5.349,63.37,33.0,63.37,33.0,63.37,33.0,1.7234,3.578,0.6657,0.7113,8.0,12.0985,6.552
51927.png,train_images\forged\51927.png,forged,671,512,3,343552,0.3436,1.3105,91.92,55.05,5.6718,91.92,55.05,91.92,55.05,91.92,55.05,1.2161,4.4468,0.4463,0.6645,12.0,12.2466,6.7548
5195.png,train_images\forged\5195.png,forged,1024,1024,3,1048576,1.0486,1.0,130.1,21.43,5.4064,130.1,21.43,130.1,21.43,130.1,21.43,3.1603,4.693,1.6277,1.3395,15.0,12.6173,8.1778
51954.png,train_images\forged\51954.png,forged,1000,666,3,666000,0.666,1.5015,129.66,49.32,6.8957,158.65,53.38,131.81,50.15,42.5,59.03,2.8975,3.0258,3.2826,3.6769,60.0,13.2816,7.8126
51959.png,train_images\forged\51959.png,forged,1000,666,3,666000,0.666,1.5015,133.65,50.91,7.4257,119.42,45.87,141.1,61.58,132.75,58.62,6.2376,6.8892,3.3259,2.9002,78.0,12.5912,8.6099
52050.png,train_images\forged\52050.png,forged,583,512,3,298496,0.2985,1.1387,149.57,24.92,5.7773,149.57,24.92,149.57,24.92,149.57,24.92,3.1814,3.7967,1.3511,1.165,12.0,11.999,7.1743
52072.png,train_images\forged\52072.png,forged,757,1070,3,809990,0.81,0.7075,193.34,41.78,5.4574,193.34,41.78,193.34,41.78,193.34,41.78,1.0938,1.0582,0.6491,0.6522,5.0,13.0725,6.6073
52116.png,train_images\forged\52116.png,forged,696,520,3,361920,0.3619,1.3385,4.99,5.16,2.426,16.46,17.1,0.0,0.0,0.2,1.78,0.5822,1.0841,0.9195,2.2698,112.0,10.5182,6.3909
